kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
bfs-rodinia-2.2.sm_75.ptx 146 : 4095 32797 0 0 0 549 549 0 0 
bfs-rodinia-2.2.sm_75.ptx 145 : 4095 30229 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 144 : 4095 34084 0 0 0 549 549 0 0 
bfs-rodinia-2.2.sm_75.ptx 143 : 4095 27552 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 142 : 4095 31569 0 0 0 549 549 0 0 
bfs-rodinia-2.2.sm_75.ptx 141 : 4095 37452 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 140 : 4095 27825 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 139 : 4095 19794 0 0 0 549 549 0 0 
bfs-rodinia-2.2.sm_75.ptx 138 : 4095 30644 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 137 : 4095 39320 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 149 : 32768 180224 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 136 : 4095 29384 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 134 : 32768 170161 0 0 0 0 0 0 549 
bfs-rodinia-2.2.sm_75.ptx 133 : 32768 208448 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 132 : 32768 6409536 0 0 0 1024 1024 0 0 
bfs-rodinia-2.2.sm_75.ptx 131 : 32768 311296 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 130 : 32768 214464 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 129 : 32768 196608 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 127 : 32768 0 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 126 : 32768 198848 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 125 : 32768 326208 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 124 : 32768 196608 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 123 : 32768 196608 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 122 : 32768 357888 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 121 : 32768 438272 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 120 : 32768 425984 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 119 : 32768 425984 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 118 : 32768 396896 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 117 : 32768 798720 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 59 : 4096 1057666 0 0 0 2406 550 0 0 
bfs-rodinia-2.2.sm_75.ptx 58 : 4096 37951 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 57 : 4096 39411 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 56 : 4096 26713 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 55 : 4096 26080 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 54 : 4096 17970 0 0 0 550 550 0 0 
bfs-rodinia-2.2.sm_75.ptx 53 : 4096 22285 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 51 : 32768 152185 0 0 0 0 0 0 550 
bfs-rodinia-2.2.sm_75.ptx 50 : 32768 196608 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 49 : 32768 6381568 0 0 0 1024 1024 0 0 
bfs-rodinia-2.2.sm_75.ptx 48 : 32768 327680 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 47 : 32768 221184 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 46 : 32768 196608 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 44 : 32768 0 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 60 : 4096 25477 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 31 : 32768 1060864 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 32 : 32768 397024 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 33 : 32768 425984 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 92 : 24576 264403 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 34 : 32768 425984 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 93 : 24576 244234 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 35 : 32768 425984 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 94 : 24576 260818 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 36 : 32768 425984 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 95 : 24576 162166 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 37 : 32768 438272 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 96 : 24576 116811 0 0 0 0 0 0 1791 
bfs-rodinia-2.2.sm_75.ptx 38 : 32768 349152 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 39 : 32768 232352 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 40 : 32768 196608 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 99 : 32768 177376 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 41 : 32768 196608 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 42 : 32768 319488 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 43 : 32768 196608 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 61 : 4096 0 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 63 : 4096 26694 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 64 : 4096 37658 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 65 : 4096 120766 0 0 0 2406 550 0 0 
bfs-rodinia-2.2.sm_75.ptx 66 : 4096 27611 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 67 : 4096 38783 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 68 : 4096 38785 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 69 : 4096 30662 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 70 : 4096 33704 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 71 : 4096 32594 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 74 : 24576 3300628 0 0 0 22842 4670 0 0 
bfs-rodinia-2.2.sm_75.ptx 75 : 24576 228240 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 76 : 24576 2437443 0 0 0 23723 4670 0 0 
bfs-rodinia-2.2.sm_75.ptx 77 : 24576 157173 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 78 : 24576 93794 0 0 0 0 0 0 1950 
bfs-rodinia-2.2.sm_75.ptx 80 : 7692 550958 0 0 0 5744 3143 0 0 
bfs-rodinia-2.2.sm_75.ptx 81 : 7692 73645 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 82 : 7692 56940 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 83 : 7692 73085 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 84 : 7692 60303 0 0 0 7666 3143 0 0 
bfs-rodinia-2.2.sm_75.ptx 85 : 7692 75258 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 86 : 7692 56551 0 0 0 0 0 0 0 
bfs-rodinia-2.2.sm_75.ptx 87 : 7692 64287 0 0 0 7602 3143 0 0 
bfs-rodinia-2.2.sm_75.ptx 88 : 7692 237963 0 0 0 6723 3143 0 0 
bfs-rodinia-2.2.sm_75.ptx 89 : 7692 228509 0 0 0 6723 3143 0 0 
