kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
mmul9.1.sm_80.ptx 153 : 262144 2127104 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 152 : 262144 2636704 0 0 0 32768 8192 0 0 
mmul9.1.sm_80.ptx 151 : 262144 3196448 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 150 : 262144 3111200 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 149 : 262144 3133120 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 147 : 4194304 28740672 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 146 : 4194304 32248640 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 145 : 4194304 56100288 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 144 : 4194304 34191552 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 117 : 4194304 34576576 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 116 : 4194304 35158752 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 113 : 33554432 286342528 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 112 : 33554432 318345440 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 111 : 33554432 415466208 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 110 : 33554432 417011744 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 109 : 33554432 418238848 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 108 : 33554432 414612064 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 107 : 33554432 1242970016 0 1048576 1048576 0 0 0 0 
mmul9.1.sm_80.ptx 106 : 33554432 1212607200 0 1048576 1048576 0 0 0 0 
mmul9.1.sm_80.ptx 105 : 33554432 432335584 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 104 : 33554432 430947008 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 103 : 33554432 429243552 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 102 : 33554432 1289260608 0 1048576 1048576 0 0 0 0 
mmul9.1.sm_80.ptx 101 : 33554432 1272015520 0 1048576 1048576 0 0 0 0 
mmul9.1.sm_80.ptx 100 : 33554432 438330368 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 99 : 33554432 433874304 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 98 : 33554432 1301866880 0 1048576 1048576 0 0 0 0 
mmul9.1.sm_80.ptx 97 : 33554432 1297335808 0 1048576 1048576 0 0 0 0 
mmul9.1.sm_80.ptx 96 : 33554432 435964352 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 59 : 262144 1746048 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 58 : 262144 2930944 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 57 : 262144 1746048 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 56 : 262144 2931040 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 55 : 262144 1821152 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 54 : 262144 2952608 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 53 : 262144 3021568 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 52 : 262144 1746048 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 51 : 262144 2878176 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 50 : 262144 1730880 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 49 : 262144 1730496 0 0 0 0 0 0 0 
mmul9.1.sm_80.ptx 48 : 262144 2989920 0 0 0 0 0 0 0 
